Datum;Ts_in;m_s;Ts_out;I_dir;I_diff;I_glob;T_amb;rho
22.11. 12:15:00;32.6;0;25.7;0;40;40;2.2;91.4
22.11. 12:30:00;32.8;948;24.4;0;40;40;2.2;91.4
22.11. 12:45:00;34.9;949;24.8;0;40;40;2.2;91.4
22.11. 13:00:00;34.1;0;25.3;351;165;284;3.7;85
22.11. 13:15:00;33.3;0;25;351;166;285;3.7;85
22.11. 13:30:00;32.6;0;24.6;351;166;285;3.7;85
22.11. 13:45:00;31.9;0;24.3;351;166;285;3.7;85
22.11. 14:00:00;31.3;0;24;588;65.6;219;4.5;75.5
22.11. 14:15:00;30.6;0;23.7;588;65;219;4.5;75.4
22.11. 14:30:00;30;0;23.4;588;65;219;4.5;75.4
22.11. 14:45:00;29.4;0;23.2;588;65;219;4.5;75.4
22.11. 15:00:00;28.9;0;22.9;386;51.1;108;4.6;73.5
22.11. 15:15:00;28.3;0;22.7;386;51;107;4.6;73.5
22.11. 15:30:00;27.8;0;22.5;386;51;107;4.6;73.5
22.11. 15:45:00;27.3;0;22.2;386;51;107;4.6;73.5
22.11. 16:00:00;26.9;0;22;0;5.3;5.6;4;75.4
22.11. 16:15:00;26.5;0;21.8;0;5;5;4;75.4
22.11. 16:30:00;26;0;21.7;0;5;5;4;75.4
22.11. 16:45:00;25.7;0;21.5;0;5;5;4;75.4
22.11. 17:00:00;25.2;0;21.3;0;0.03;0.03;3.7;78.6
22.11. 17:15:00;24.8;0;21.1;0;0;0;3.7;78.6
22.11. 17:30:00;24.5;0;21;0;0;0;3.7;78.6
22.11. 17:45:00;24.2;0;20.8;0;0;0;3.7;78.6
22.11. 18:00:00;23.9;0;20.7;0;0;0;3.3;77.6
22.11. 18:15:00;23.6;0;20.5;0;0;0;3.3;77.6
22.11. 18:30:00;23.3;0;20.4;0;0;0;3.3;77.6
22.11. 18:45:00;23.1;0;20.3;0;0;0;3.3;77.6
22.11. 19:00:00;22.8;0;20.2;0;0;0;3;77.6
22.11. 19:15:00;22.6;0;20.1;0;0;0;3;77.6
22.11. 19:30:00;26.1;948;19.8;0;0;0;3;77.6
22.11. 19:45:00;32.3;951;23.7;0;0;0;3;77.6
22.11. 20:00:00;33.3;948;28;0;0;0;2.6;79.9
22.11. 20:15:00;32.6;0;27.3;0;0;0;2.6;79.9
22.11. 20:30:00;32;0;26.8;0;0;0;2.6;79.9
22.11. 20:45:00;32.2;950;25.2;0;0;0;2.6;79.9
22.11. 21:00:00;32.9;952;23.2;0;0;0;2.3;76.3
22.11. 21:15:00;34.3;949;28.7;0;0;0;2.3;76.3
22.11. 21:30:00;33.3;0;28;0;0;0;2.3;76.3
22.11. 21:45:00;32.6;0;27.5;0;0;0;2.3;76.3
22.11. 22:00:00;32.5;949;26.1;0;0;0;1.9;74.3
22.11. 22:15:00;33.8;951;22.9;0;0;0;1.9;74.3
22.11. 22:30:00;34.3;949;29.3;0;0;0;1.9;74.3
22.11. 22:45:00;33.4;0;28.6;0;0;0;1.9;74.3
22.11. 23:00:00;32.6;0;28;0;0;0;1.6;76.3
22.11. 23:15:00;32.8;948;26.1;0;0;0;1.6;76.3
22.11. 23:30:00;33.9;950;23.5;0;0;0;1.6;76.3
22.11. 23:45:00;37.4;948;29.7;0;0;0;1.6;76.3
23.11. 00:00:00;36.7;0;29;0;0;0;1.2;78.9
23.11. 00:15:00;35.7;0;28.4;0;0;0;1.2;78.9
23.11. 00:30:00;35.2;953;26.4;0;0;0;1.2;78.9
23.11. 00:45:00;34.2;956;23.5;0;0;0;1.2;78.9
23.11. 01:00:00;34.5;950;29.4;0;0;0;0.8;83.5
23.11. 01:15:00;33.2;0;28.7;0;0;0;0.8;83.6
23.11. 01:30:00;32.5;0;28.1;0;0;0;0.8;83.6
23.11. 01:45:00;33.2;947;26.3;0;0;0;0.8;83.6
23.11. 02:00:00;33.9;949;23.8;0;0;0;0.4;88.4
23.11. 02:15:00;36.2;948;29;0;0;0;0.4;88.5
23.11. 02:30:00;35.3;0;28.4;0;0;0;0.4;88.5
23.11. 02:45:00;34.5;0;27.9;0;0;0;0.4;88.5
23.11. 03:00:00;34.5;953;26.3;0;0;0;0.2;89.6
23.11. 03:15:00;35;956;23.4;0;0;0;0.2;89.6
23.11. 03:30:00;35.8;951;29.5;0;0;0;0.2;89.6
23.11. 03:45:00;36.6;0;28.7;0;0;0;0.2;89.6
23.11. 04:00:00;35.6;0;28.1;0;0;0;0.001;89.5
23.11. 04:15:00;34.8;0;27.6;0;0;0;0;89.5
23.11. 04:30:00;38.7;949;22.6;0;0;0;0;89.5
23.11. 04:45:00;34.8;952;32.6;0;0;0;0;89.5
23.11. 05:00:00;34.1;0;31.8;0;0;0;-0.1;93.5
23.11. 05:15:00;33.3;0;31;0;0;0;-0.1;93.5
23.11. 05:30:00;32.6;0;30.4;0;0;0;-0.1;93.5
23.11. 05:45:00;38.3;951;22.4;0;0;0;-0.1;93.5
23.11. 06:00:00;33.8;953;32.1;0;0;0;-0.2;96.9
23.11. 06:15:00;33.1;0;31.4;0;0;0;-0.2;96.9
23.11. 06:30:00;32.3;0;30.6;0;0;0;-0.2;96.9
23.11. 06:45:00;34.7;950;28;0;0;0;-0.2;96.9
23.11. 07:00:00;35.2;951;27;0;0;0;-0.1;94.5
23.11. 07:15:00;32.6;0;28;0;0;0;-0.1;94.5
23.11. 07:30:00;31.9;0;27.5;0;0;0;-0.1;94.5
23.11. 07:45:00;34.8;953;25.7;0;0;0;-0.1;94.5
23.11. 08:00:00;34.7;951;26.1;477;34.8;70.6;1.3;88.2
23.11. 08:15:00;34.1;0;25.9;477;35;71;1.3;88.2
23.11. 08:30:00;33.3;0;25.5;477;35;71;1.3;88.2
23.11. 08:45:00;32.6;0;25.2;477;35;71;1.3;88.2
23.11. 09:00:00;31.9;0;24.8;527;58.9;171;3.3;73.8
23.11. 09:15:00;31.2;0;24.5;527;59;172;3.3;73.7
23.11. 09:30:00;30.6;0;24.2;527;59;172;3.3;73.7
23.11. 09:45:00;30;0;23.9;527;59;172;3.3;73.7
23.11. 10:00:00;29.4;0;23.6;655;74.9;276;5.3;63.2
23.11. 10:15:00;28.8;0;23.3;655;75;277;5.3;63.1
23.11. 10:30:00;28.3;0;23.1;655;75;277;5.3;63.1
23.11. 10:45:00;27.8;0;22.8;655;75;277;5.3;63.1
23.11. 11:00:00;27.3;0;22.6;758;73;347;7.2;55.7
23.11. 11:15:00;26.9;0;22.4;758;73;347;7.2;55.7
23.11. 11:30:00;26.4;0;22.1;758;73;347;7.2;55.7
23.11. 11:45:00;26;0;21.9;758;73;347;7.2;55.7
23.11. 12:00:00;25.6;0;21.8;633;97.9;333;8.3;49.9
23.11. 12:15:00;25.3;0;21.6;633;98;333;8.3;49.9
23.11. 12:30:00;24.9;0;21.4;633;98;333;8.3;49.9
23.11. 12:45:00;24.6;0;21.2;633;98;333;8.3;49.9
23.11. 13:00:00;24.2;0;21.1;508;105;276;8.8;48.5
23.11. 13:15:00;23.9;0;20.9;508;105;276;8.8;48.5
23.11. 13:30:00;23.6;0;20.8;508;105;276;8.8;48.5
23.11. 13:45:00;23.4;0;20.6;508;105;276;8.8;48.5
23.11. 14:00:00;23.1;0;20.5;427;84.1;195;8.7;49.2
23.11. 14:15:00;22.9;0;20.4;427;84;195;8.7;49.2
23.11. 14:30:00;22.6;0;20.3;427;84;195;8.7;49.2
23.11. 14:45:00;22.4;0;20.2;427;84;195;8.7;49.2
23.11. 15:00:00;22.2;0;20.1;266;56.2;94.6;7.8;50.4
23.11. 15:15:00;22;0;20;266;56;94;7.8;50.4
23.11. 15:30:00;21.8;0;19.9;266;56;94;7.8;50.4
23.11. 15:45:00;21.6;0;19.8;266;56;94;7.8;50.4
23.11. 16:00:00;21.4;0;19.7;0;5.3;5.5;6.4;57.2
23.11. 16:15:00;21.3;0;19.6;0;5;5;6.4;57.2
23.11. 16:30:00;21.1;0;19.5;0;5;5;6.4;57.2
23.11. 16:45:00;21;0;19.5;0;5;5;6.4;57.2
23.11. 17:00:00;20.8;0;19.4;0;0.03;0.03;5.8;57.9
23.11. 17:15:00;20.6;0;19.3;0;0;0;5.8;57.9
23.11. 17:30:00;20.5;0;19.2;0;0;0;5.8;57.9
23.11. 17:45:00;20.4;0;19.2;0;0;0;5.8;57.9
23.11. 18:00:00;20.3;0;19.1;0;0;0;5.2;60.9
23.11. 18:15:00;20.2;0;19.1;0;0;0;5.2;60.9
23.11. 18:30:00;20.1;0;19;0;0;0;5.2;60.9
23.11. 18:45:00;20;0;19;0;0;0;5.2;60.9
23.11. 19:00:00;19.9;0;18.9;0;0;0;4.6;63.2
23.11. 19:15:00;19.8;0;18.9;0;0;0;4.6;63.2
23.11. 19:30:00;19.7;0;18.8;0;0;0;4.6;63.2
23.11. 19:45:00;19.6;0;18.8;0;0;0;4.6;63.2
23.11. 20:00:00;19.5;0;18.7;0;0;0;3.9;60.2
23.11. 20:15:00;19.4;0;18.7;0;0;0;3.9;60.2
23.11. 20:30:00;19.4;0;18.7;0;0;0;3.9;60.2
23.11. 20:45:00;19.3;0;18.6;0;0;0;3.9;60.2
23.11. 21:00:00;19.2;0;18.6;0;0;0;3.3;64.4
23.11. 21:15:00;19.2;0;18.6;0;0;0;3.3;64.4
23.11. 21:30:00;19.1;0;18.6;0;0;0;3.3;64.4
23.11. 21:45:00;19.1;0;18.5;0;0;0;3.3;64.4
23.11. 22:00:00;19;0;18.5;0;0;0;2.7;63.7
23.11. 22:15:00;19;0;18.5;0;0;0;2.7;63.7
23.11. 22:30:00;18.9;0;18.5;0;0;0;2.7;63.7
23.11. 22:45:00;18.9;0;18.4;0;0;0;2.7;63.7
23.11. 23:00:00;18.8;0;18.4;0;0;0;2.1;68.4
23.11. 23:15:00;18.8;0;18.4;0;0;0;2.1;68.4
23.11. 23:30:00;18.8;0;18.4;0;0;0;2.1;68.4
23.11. 23:45:00;18.7;0;18.4;0;0;0;2.1;68.4
24.11. 00:00:00;18.7;0;18.3;0;0;0;1.4;70.4
24.11. 00:15:00;18.6;0;18.3;0;0;0;1.4;70.4
24.11. 00:30:00;18.6;0;18.3;0;0;0;1.4;70.4
24.11. 00:45:00;18.6;0;18.3;0;0;0;1.4;70.4
24.11. 01:00:00;18.6;0;18.3;0;0;0;0.6;70.3
24.11. 01:15:00;18.5;0;18.3;0;0;0;0.6;70.3
24.11. 01:30:00;18.5;0;18.2;0;0;0;0.6;70.3
24.11. 01:45:00;18.5;0;18.2;0;0;0;0.6;70.3
24.11. 02:00:00;18.5;0;18.2;0;0;0;-0.2;77.7
24.11. 02:15:00;18.4;0;18.2;0;0;0;-0.2;77.8
24.11. 02:30:00;18.4;0;18.2;0;0;0;-0.2;77.8
24.11. 02:45:00;18.4;0;18.2;0;0;0;-0.2;77.8
24.11. 03:00:00;18.4;0;18.2;0;0;0;-0.7;84
24.11. 03:15:00;18.4;0;18.2;0;0;0;-0.7;84
24.11. 03:30:00;18.3;0;18.2;0;0;0;-0.7;84
24.11. 03:45:00;18.3;0;18.2;0;0;0;-0.7;84
24.11. 04:00:00;18.3;0;18.1;0;0;0;-1.1;84.3
24.11. 04:15:00;18.3;0;18.1;0;0;0;-1.1;84.3
24.11. 04:30:00;37.1;951;21.6;0;0;0;-1.1;84.3
24.11. 04:45:00;34;955;31.4;0;0;0;-1.1;84.3
24.11. 05:00:00;31.9;0;30.7;0;0;0;-1.4;86.9
24.11. 05:15:00;31.1;0;29.9;0;0;0;-1.4;86.9
24.11. 05:30:00;33.8;956;27.4;0;0;0;-1.4;86.9
24.11. 05:45:00;33.5;959;25;0;0;0;-1.4;86.9
24.11. 06:00:00;35.9;952;29.3;0;0;0;-1.8;80.3
24.11. 06:15:00;34.8;0;28.8;0;0;0;-1.8;80.3
24.11. 06:30:00;34.1;0;28.2;0;0;0;-1.8;80.3
24.11. 06:45:00;35.9;956;26.2;0;0;0;-1.8;80.3
24.11. 07:00:00;35.7;958;27.3;0;0;0;-1.8;81.4
24.11. 07:15:00;34.7;949;27.8;0;0;0;-1.8;81.4
24.11. 07:30:00;37.2;0;28.1;0;0;0;-1.8;81.4
24.11. 07:45:00;36.3;0;27.6;0;0;0;-1.8;81.4
24.11. 08:00:00;35.9;949;24.7;0;23.9;23.9;-2;89.7
24.11. 08:15:00;33;950;27.1;0;24;24;-2;89.7
24.11. 08:30:00;31.1;0;27.1;0;24;24;-2;89.7
24.11. 08:45:00;36.6;948;25.6;0;24;24;-2;89.7
24.11. 09:00:00;35.1;946;28.8;0;60.8;60.8;-1.3;82
24.11. 09:15:00;34.3;0;28.3;0;61;61;-1.3;82
24.11. 09:30:00;33.6;0;27.8;0;61;61;-1.3;82
24.11. 09:45:00;38.2;948;25.5;0;61;61;-1.3;82
24.11. 10:00:00;36.2;0;27.8;0;90.8;90.8;-1.1;82
24.11. 10:15:00;35.4;0;27.3;0;91;91;-1.1;82
24.11. 10:30:00;34.5;0;26.9;0;91;91;-1.1;82
24.11. 10:45:00;37;948;24.7;0;91;91;-1.1;82
24.11. 11:00:00;36.1;947;27.1;0;107;107;-0.9;82
24.11. 11:15:00;35.3;0;26.6;0;107;107;-0.9;82
24.11. 11:30:00;34.5;0;26.2;0;107;107;-0.9;82
24.11. 11:45:00;33.7;0;25.8;0;107;107;-0.9;82
24.11. 12:00:00;35.7;948;24.2;0;109;109;-0.7;76.7
24.11. 12:15:00;33.3;0;26.2;0;109;109;-0.7;76.7
24.11. 12:30:00;32.7;0;25.8;0;109;109;-0.7;76.7
24.11. 12:45:00;32.1;0;25.4;0;109;109;-0.7;76.7
24.11. 13:00:00;36.3;948;24.1;0;97.1;97.1;-0.7;76.8
24.11. 13:15:00;36;947;27.2;0;97;97;-0.7;76.8
24.11. 13:30:00;35.1;0;26.7;0;97;97;-0.7;76.8
24.11. 13:45:00;34.3;0;26.3;0;97;97;-0.7;76.8
24.11. 14:00:00;36.1;947;24.3;0;70.2;70.2;-0.8;77
24.11. 14:15:00;36.1;948;27.3;0;70;70;-0.8;77
24.11. 14:30:00;35.1;0;27.4;0;70;70;-0.8;77
24.11. 14:45:00;34.3;0;26.9;0;70;70;-0.8;77
24.11. 15:00:00;34.4;949;25.7;0;37.2;37.2;-1;76.7
24.11. 15:15:00;36.6;950;25.9;0;37;37;-1;76.7
24.11. 15:30:00;34.9;0;27.5;0;37;37;-1;76.7
24.11. 15:45:00;34.2;0;27;0;37;37;-1;76.7
24.11. 16:00:00;37.8;948;25.4;0;2.2;2.2;-1.4;81.5
24.11. 16:15:00;36.2;947;28.1;0;2;2;-1.4;81.5
24.11. 16:30:00;35.4;0;27.6;0;2;2;-1.4;81.5
24.11. 16:45:00;35.2;950;25;0;2;2;-1.4;81.5
24.11. 17:00:00;32.7;950;27.1;0;0.01;0.01;-1.5;86.2
24.11. 17:15:00;29.2;0;27.1;0;0;0;-1.5;86.2
24.11. 17:30:00;36.3;947;23;0;0;0;-1.5;86.2
24.11. 17:45:00;35.6;952;31.9;0;0;0;-1.5;86.2
24.11. 18:00:00;34.8;0;31.1;0;0;0;-1.7;95.1
24.11. 18:15:00;33.9;0;30.4;0;0;0;-1.7;95.1
24.11. 18:30:00;35.9;952;27.8;0;0;0;-1.7;95.1
24.11. 18:45:00;33.3;955;25;0;0;0;-1.7;95.1
24.11. 19:00:00;36;950;29.1;0;0;0;-1.8;98
24.11. 19:15:00;35.2;0;28.6;0;0;0;-1.8;98
24.11. 19:30:00;34.4;0;28;0;0;0;-1.8;98
24.11. 19:45:00;36.2;954;26.1;0;0;0;-1.8;98
24.11. 20:00:00;34.4;958;25.1;0;0;0;-2.1;96.7
24.11. 20:15:00;35.8;953;30.1;0;0;0;-2.1;96.7
24.11. 20:30:00;33.6;0;29.9;0;0;0;-2.1;96.7
24.11. 20:45:00;32.8;0;29.3;0;0;0;-2.1;96.7
24.11. 21:00:00;35.5;949;22.6;0;0;0;-2.1;98
24.11. 21:15:00;36.2;952;30.5;0;0;0;-2.1;98
24.11. 21:30:00;34.8;0;30;0;0;0;-2.1;98
24.11. 21:45:00;34;0;29.3;0;0;0;-2.1;98
24.11. 22:00:00;35;956;27.6;0;0;0;-2.3;98
24.11. 22:15:00;34.2;960;23.9;0;0;0;-2.3;98
24.11. 22:30:00;37.3;955;29.9;0;0;0;-2.3;98
24.11. 22:45:00;37.6;0;29.2;0;0;0;-2.3;98
24.11. 23:00:00;36.6;0;28.6;0;0;0;-2.4;98
24.11. 23:15:00;37.8;951;26.5;0;0;0;-2.4;98
24.11. 23:30:00;34.8;954;25.1;0;0;0;-2.4;98
24.11. 23:45:00;35.8;949;29.7;0;0;0;-2.4;98
25.11. 00:00:00;35.1;0;29.1;0;0;0;-2.3;96.7
25.11. 00:15:00;34.3;0;28.5;0;0;0;-2.3;96.7
25.11. 00:30:00;36.1;957;26.4;0;0;0;-2.3;96.7
25.11. 00:45:00;34.6;961;25;0;0;0;-2.3;96.7
25.11. 01:00:00;36.9;954;29.7;0;0;0;-1.9;98
25.11. 01:15:00;37.4;0;29.2;0;0;0;-1.9;98
25.11. 01:30:00;36.5;0;28.6;0;0;0;-1.9;98
25.11. 01:45:00;37.8;950;26.5;0;0;0;-1.9;98
25.11. 02:00:00;34.7;952;25.3;0;0;0;-1.6;95.5
25.11. 02:15:00;38.7;949;29.4;0;0;0;-1.6;95.5
25.11. 02:30:00;37.8;0;28.8;0;0;0;-1.6;95.5
25.11. 02:45:00;36.8;0;28.3;0;0;0;-1.6;95.5
25.11. 03:00:00;36.4;958;26.8;0;0;0;-1.5;96.1
25.11. 03:15:00;35.2;961;23.5;0;0;0;-1.5;96.1
25.11. 03:30:00;37.1;956;30.3;0;0;0;-1.5;96.1
25.11. 03:45:00;37.4;0;29.2;0;0;0;-1.5;96.1
25.11. 04:00:00;36.4;0;28.6;0;0;0;-1.4;93.9
25.11. 04:15:00;37.8;948;26.6;0;0;0;-1.4;93.9
25.11. 04:30:00;34.3;951;25.2;0;0;0;-1.4;93.9
25.11. 04:45:00;39.3;947;29.9;0;0;0;-1.4;93.9
25.11. 05:00:00;38.3;0;29.2;0;0;0;-1.1;95.4
25.11. 05:15:00;37.8;948;27.2;0;0;0;-1.1;95.4
25.11. 05:30:00;35.1;950;24.3;0;0;0;-1.1;95.4
25.11. 05:45:00;37.1;947;30.2;0;0;0;-1.1;95.4
25.11. 06:00:00;36;0;29.5;0;0;0;-1.5;98
25.11. 06:15:00;35.1;0;28.8;0;0;0;-1.5;98
25.11. 06:30:00;35.3;952;26.8;0;0;0;-1.5;98
25.11. 06:45:00;35.4;955;24;0;0;0;-1.5;98
25.11. 07:00:00;35.7;952;30;0;0;0;-0.9;98
25.11. 07:15:00;35.2;0;29.2;0;0;0;-0.9;98
25.11. 07:30:00;34.4;0;28.6;0;0;0;-0.9;98
25.11. 07:45:00;36.1;955;26.4;0;0;0;-0.9;98
25.11. 08:00:00;35.1;956;27;0;9.9;9.9;-0.6;98
25.11. 08:15:00;39.6;948;30;0;10;10;-0.6;98
25.11. 08:30:00;36.4;0;30.3;0;10;10;-0.6;98
25.11. 08:45:00;35.6;0;29.8;0;10;10;-0.6;98
25.11. 09:00:00;34.8;0;29.2;0;35.9;35.9;0.1;93.8
25.11. 09:15:00;33.5;950;25.1;0;36;36;0.1;93.8
25.11. 09:30:00;37.2;951;27;0;36;36;0.1;93.8
25.11. 09:45:00;39.4;0;28.2;0;36;36;0.1;93.8
25.11. 10:00:00;38.4;0;27.8;0;72.8;72.8;1;92.4
25.11. 10:15:00;37.4;0;27.3;0;73;73;1;92.4
25.11. 10:30:00;36.6;947;24.8;0;73;73;1;92.4
25.11. 10:45:00;35.1;947;25.1;0;73;73;1;92.4
25.11. 11:00:00;34.4;0;24.7;0;129;129;2.1;88.4
25.11. 11:15:00;33.6;0;24.4;0;129;129;2.1;88.4
25.11. 11:30:00;32.9;0;24.1;0;129;129;2.1;88.4
25.11. 11:45:00;32.2;0;23.8;0;129;129;2.1;88.4
25.11. 12:00:00;34.2;948;23;0;97.2;97.2;2.7;86.2
25.11. 12:15:00;33.3;0;24.6;0;97;97;2.7;86.2
25.11. 12:30:00;32.7;0;24.2;0;97;97;2.7;86.2
25.11. 12:45:00;32;0;23.9;0;97;97;2.7;86.2
25.11. 13:00:00;31.3;0;23.6;0;85.1;85.1;2.9;83
25.11. 13:15:00;35.2;947;23.4;0;85;85;2.9;83
25.11. 13:30:00;33.8;0;25.7;0;85;85;2.9;83
25.11. 13:45:00;33.1;0;25.3;0;85;85;2.9;83
25.11. 14:00:00;32.4;0;25;0;69.1;69.1;3.1;81.9
25.11. 14:15:00;31.7;0;24.6;0;69;69;3.1;81.9
25.11. 14:30:00;33.9;948;23.3;0;69;69;3.1;81.9
25.11. 14:45:00;34.1;0;24.8;0;69;69;3.1;81.9
25.11. 15:00:00;33.4;0;24.5;0;37.2;37.2;2.9;87
25.11. 15:15:00;32.6;0;24.2;0;37;37;2.9;87
25.11. 15:30:00;34;948;23.4;0;37;37;2.9;87
25.11. 15:45:00;33.9;0;24.8;0;37;37;2.9;87
25.11. 16:00:00;33.2;0;24.5;0;2.2;2.2;2.4;89.1
25.11. 16:15:00;34.5;947;23.8;0;2;2;2.4;89.1
25.11. 16:30:00;34;946;26.3;0;2;2;2.4;89.1
25.11. 16:45:00;33.3;0;25.9;0;2;2;2.4;89.1
25.11. 17:00:00;32.7;0;25.5;0;0.01;0.01;2.1;81.3
25.11. 17:15:00;35.1;950;22.6;0;0;0;2.1;81.3
25.11. 17:30:00;32.1;949;27.9;0;0;0;2.1;81.3
25.11. 17:45:00;31.8;0;27.5;0;0;0;2.1;81.3
25.11. 18:00:00;31.3;0;27;0;0;0;1.9;77.5
25.11. 18:15:00;30.6;0;26.5;0;0;0;1.9;77.5
25.11. 18:30:00;32.7;951;24.7;0;0;0;1.9;77.5
25.11. 18:45:00;32.3;953;24.2;0;0;0;1.9;77.5
25.11. 19:00:00;34.3;948;28;0;0;0;1.6;74.6
25.11. 19:15:00;33.7;0;27.3;0;0;0;1.6;74.6
25.11. 19:30:00;33;0;26.8;0;0;0;1.6;74.6
25.11. 19:45:00;33.3;951;25.3;0;0;0;1.6;74.6
25.11. 20:00:00;33.6;953;23.5;0;0;0;1.4;77.8
25.11. 20:15:00;34.7;951;29.1;0;0;0;1.4;77.8
25.11. 20:30:00;33.8;0;28.4;0;0;0;1.4;77.8
25.11. 20:45:00;33;0;27.9;0;0;0;1.4;77.8
25.11. 21:00:00;33.1;951;26.4;0;0;0;1.2;77.5
25.11. 21:15:00;34.7;954;23.2;0;0;0;1.2;77.5
25.11. 21:30:00;34.8;952;29.8;0;0;0;1.2;77.5
25.11. 21:45:00;33.8;0;29;0;0;0;1.2;77.5
25.11. 22:00:00;33.1;0;28.4;0;0;0;0.9;76.6
25.11. 22:15:00;33.2;950;26.4;0;0;0;0.9;76.6
25.11. 22:30:00;34.2;953;23.5;0;0;0;0.9;76.6
25.11. 22:45:00;34.2;950;29.1;0;0;0;0.9;76.6
25.11. 23:00:00;33.8;0;28.5;0;0;0;0.7;79.3
25.11. 23:15:00;33;0;27.9;0;0;0;0.7;79.3
25.11. 23:30:00;35.3;949;25.9;0;0;0;0.7;79.3
25.11. 23:45:00;33.2;952;25;0;0;0;0.7;79.3
26.11. 00:00:00;36;947;29.5;0;0;0;0.1;86
26.11. 00:15:00;35.2;0;28.8;0;0;0;0.1;86.1
26.11. 00:30:00;35.1;948;26.8;0;0;0;0.1;86.1
26.11. 00:45:00;34.5;951;23.9;0;0;0;0.1;86.1
26.11. 01:00:00;36.6;948;29.7;0;0;0;-0.7;89.7
26.11. 01:15:00;35.8;0;28.9;0;0;0;-0.7;89.8
26.11. 01:30:00;34.9;0;28.3;0;0;0;-0.7;89.8
26.11. 01:45:00;35;952;26.5;0;0;0;-0.7;89.8
26.11. 02:00:00;34.7;954;23.9;0;0;0;-1.4;90.9
26.11. 02:15:00;35.5;953;30;0;0;0;-1.4;90.9
26.11. 02:30:00;34;0;29.5;0;0;0;-1.4;90.9
26.11. 02:45:00;33.2;0;28.9;0;0;0;-1.4;90.9
26.11. 03:00:00;33.5;958;27;0;0;0;-1.8;90.7
26.11. 03:15:00;35.5;961;23.7;0;0;0;-1.8;90.7
26.11. 03:30:00;36.8;955;30.1;0;0;0;-1.8;90.7
26.11. 03:45:00;37.3;0;30;0;0;0;-1.8;90.7
26.11. 04:00:00;36.3;0;29.3;0;0;0;-2.3;92.6
26.11. 04:15:00;37.5;947;27.1;0;0;0;-2.3;92.6
26.11. 04:30:00;34.7;951;25;0;0;0;-2.3;92.6
26.11. 04:45:00;36;948;29.6;0;0;0;-2.3;92.6
26.11. 05:00:00;35.4;0;29;0;0;0;-2.6;92.3
26.11. 05:15:00;37.2;947;26.8;0;0;0;-2.6;92.3
26.11. 05:30:00;34.7;950;25.6;0;0;0;-2.6;92.3
26.11. 05:45:00;41.8;946;30.2;0;0;0;-2.6;92.3
26.11. 06:00:00;40.7;0;29.4;0;0;0;-2.9;92.3
26.11. 06:15:00;39.7;950;27.4;0;0;0;-2.9;92.3
26.11. 06:30:00;35.7;953;24.4;0;0;0;-2.9;92.3
26.11. 06:45:00;35.9;951;30.2;0;0;0;-2.9;92.3
26.11. 07:00:00;35.1;0;29.6;0;0;0;-3;90.6
26.11. 07:15:00;34.3;0;28.9;0;0;0;-3;90.6
26.11. 07:30:00;38.9;949;23.2;0;0;0;-3;90.6
26.11. 07:45:00;35.7;950;31.9;0;0;0;-3;90.6
26.11. 08:00:00;34.8;0;31;738;27.8;76.6;-2;90.2
26.11. 08:15:00;34.1;0;30.4;738;28;77;-2;90.2
26.11. 08:30:00;33.3;0;29.9;738;28;77;-2;90.2
26.11. 08:45:00;32.6;0;29.3;738;28;77;-2;90.2
26.11. 09:00:00;31.9;0;28.8;766;42.9;199;-0.4;80.6
26.11. 09:15:00;31.2;0;28.2;766;43;200;-0.4;80.5
26.11. 09:30:00;30.6;0;27.7;766;43;200;-0.4;80.5
26.11. 09:45:00;30;0;27.3;766;43;200;-0.4;80.5
26.11. 10:00:00;29.4;0;26.8;855;49;304;1.2;77.1
26.11. 10:15:00;28.9;0;26.4;855;49;305;1.2;77.1
26.11. 10:30:00;28.3;0;26;855;49;305;1.2;77.1
26.11. 10:45:00;27.8;0;25.6;855;49;305;1.2;77.1
26.11. 11:00:00;27.3;0;25.2;893;50;365;2.4;68.9
26.11. 11:15:00;26.9;0;24.9;893;50;365;2.4;68.9
26.11. 11:30:00;26.5;0;24.5;893;50;365;2.4;68.9
26.11. 11:45:00;26;0;24.2;893;50;365;2.4;68.9
26.11. 12:00:00;25.7;0;23.9;893;50;374;3.3;64.8
26.11. 12:15:00;25.3;0;23.6;893;50;374;3.3;64.8
26.11. 12:30:00;24.9;0;23.3;893;50;374;3.3;64.8
26.11. 12:45:00;24.6;0;23.1;893;50;374;3.3;64.8
26.11. 13:00:00;24.3;0;22.8;872;49;336;3.7;66
26.11. 13:15:00;24;0;22.6;872;49;336;3.7;66
26.11. 13:30:00;23.7;0;22.4;872;49;336;3.7;66
26.11. 13:45:00;23.4;0;22.2;872;49;336;3.7;66
26.11. 14:00:00;23.1;0;22;814;45;251;3.6;67.2
26.11. 14:15:00;22.9;0;21.8;814;45;251;3.6;67.2
26.11. 14:30:00;22.6;0;21.6;814;45;251;3.6;67.2
26.11. 14:45:00;22.4;0;21.4;814;45;251;3.6;67.2
26.11. 15:00:00;22.2;0;21.2;724;35.1;135;2.9;69.7
26.11. 15:15:00;22;0;21.1;724;35;134;2.9;69.7
26.11. 15:30:00;21.8;0;20.9;724;35;134;2.9;69.7
26.11. 15:45:00;21.6;0;20.8;724;35;134;2.9;69.7
26.11. 16:00:00;21.4;0;20.7;0;5.2;5.7;1.5;76.4
